,Time_norm,Time,Light,Light_norm,Growth_norm,Growth,DCW,DCW_norm,Growth rate,R0,R1,R2,R3,R4,is_train
341,0.11277000000000001,34.1,574,0.95517392,0.34414338299999997,3.61350552,1.409267153,0.06520276700000001,0.091326409,3.2201153004950536,3.297610419855557,1.7107865184993438,1.9531536613864162,0.6602785628908179,True
342,0.11684000000000001,34.2,574,0.95517392,0.346376454,3.636952763,1.4184115780000002,0.075487501,0.091560364,3.2207740809535403,3.292665731820862,1.6970639142068207,1.9378466949628024,0.6408544253979978,False
343,0.12090999999999999,34.3,574,0.95517392,0.348615196,3.660459553,1.427579226,0.085798355,0.091790853,3.2214828478746287,3.2877077170030238,1.6835485074896808,1.9227171707791846,0.6216100279337585,True
344,0.12498,34.4,574,0.95517392,0.35085952299999995,3.684024995,1.4367697480000001,0.09613493599999999,0.092017835,3.222236810829079,3.282737407102746,1.6702450076290527,1.9077692578499144,0.6025509789742336,True
345,0.12905,34.5,574,0.95517392,0.353109351,3.707648186,1.4459827930000002,0.10649684699999999,0.09224127300000001,3.223030881248975,3.2777557570480162,1.6571577871497232,1.8930067399676185,0.5836826696694919,False
346,0.13312000000000002,34.6,574,0.95517392,0.35536459200000003,3.7313282119999998,1.4552180030000001,0.11688368800000001,0.09246112699999999,3.223859689453877,3.2727636435865635,1.6442908728100678,1.8784330050154296,0.5650102664274911,False
347,0.13719,34.7,574,0.95517392,0.357625157,3.755064149,1.4644750180000001,0.12729505300000002,0.092677359,3.224717602823491,3.2677618659658068,1.6316479420984005,1.8640510407642763,0.5465387110737558,True
348,0.14126,34.8,574,0.95517392,0.359890958,3.778855063,1.473753475,0.13773053300000002,0.09288993300000001,3.225598745869025,3.262751143893465,1.6192323128547665,1.8498634231037712,0.528272710549875,True
349,0.14533,34.9,574,0.95517392,0.36216190600000003,3.802700012,1.483053005,0.148189714,0.09309881,3.22649702128971,3.257732118067783,1.6070469397094114,1.8358723122594318,0.5102167360170374,True
350,0.1494,35.0,574,0.95517392,0.364437909,3.826598042,1.4923732369999998,0.158672179,0.09330395400000001,3.227406132684611,3.2527053489600277,1.5950944063730168,1.8220794445291784,0.4923750153273439,True
351,0.15347,35.1,574,0.95517392,0.366718876,3.850548194,1.501713795,0.169177506,0.09350533,3.228319608183354,3.2476713176869323,1.5833769233138002,1.8084861304536282,0.4747515328728764,True
352,0.15754,35.2,574,0.95517392,0.369004714,3.8745494939999996,1.5110743030000002,0.179705268,0.09370290199999999,3.229230825434624,3.2426304260944407,1.5718963236683747,1.7950932512759175,0.4573500262918785,True
353,0.16161,35.3,574,0.95517392,0.37129533,3.898600964,1.520454376,0.190255037,0.093896634,3.230133038049223,3.2375829951058255,1.5606540556097601,1.78190125155067,0.44017397714869066,False
354,0.16568,35.4,574,0.95517392,0.37359063,3.9227016139999997,1.52985363,0.200826377,0.094086494,3.231019402111029,3.232529268505014,1.5496511873919803,1.768910146805713,0.42322662015338847,True
355,0.16975,35.5,574,0.95517392,0.375890519,3.946850448,1.539271675,0.211418852,0.094272446,3.23188300489482,3.227469409722214,1.5388883970005003,1.7561195135088976,0.4065109282972996,True
356,0.17382,35.6,574,0.95517392,0.378194901,3.971046458,1.548708119,0.22203202100000002,0.09445445699999999,3.2327168932834365,3.222403505008893,1.528365976464068,1.743528496525233,0.3900296196678752,True
357,0.17789000000000002,35.7,574,0.95517392,0.380503679,3.995288631,1.558162566,0.232665438,0.094632496,3.23351410333747,3.2173315643954647,1.5180838314175331,1.7311358113594912,0.37378515638825927,False
